id,sheet,source,description,city,province_state,materialOpCost,laborOpCost,equipmentOpCost
180493,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 3/4"" iron pipe size",,,9.16,5.54,0.0
180494,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1"" iron pipe size",,,13.13,20.78,0.0
180495,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1-1/4"" iron pipe size",,,13.89,25.49,0.0
180496,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1-1/2"" iron pipe size",,,14.51,9.49,0.0
180497,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 2"" iron pipe size",,,17.6,18.94,0.0
180498,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 2-1/2"" iron pipe size",,,15.14,14.22,0.0
180499,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1-1/2"" wall, 2-1/2"" iron pipe size",,,16.26,6.82,0.0
180500,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1-1/2"" wall, 4"" iron pipe size",,,7.57,32.88,0.0
180501,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), finishes, .016"" thick, for aluminum jacket, add",,,2.16,4.02,0.0
180502,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 3/4"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,18.27,40.66,0.0
180503,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 1"" diameter, type K, includes coupling & clevis hanger assembly 10' OC",,,21.88,20.77,0.0
180504,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 1-1/4"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,46.01,53.6,0.0
180505,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 1-1/2"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,5.64,44.18,0.0
180506,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 2"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,40.48,61.71,0.0
180507,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 2-1/2"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,71.54,39.55,0.0
180508,materials_hvac,placeholder,"Pipe, sub assemblies used in assembly systems, chilled water unit, coil connections, per unit, under 10 ton",,,3560.0,1472.62,0.0
180509,materials_hvac,placeholder,"Pipe, sub assemblies used in assembly systems, chilled water unit, coil connections, per unit, 10 ton and up",,,12012.0,1765.0,0.0
180510,materials_hvac,placeholder,"Pipe, sub assemblies used in assembly systems, chilled water distribution piping, per ton, less than 61 ton systems",,,18.06,110.02,0.0
180511,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 3/4""",,,10.21,68.03,0.0
180512,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 1""",,,16.22,178.47,0.0
180513,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 1-1/4""",,,11.25,47.39,0.0
180514,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 1-1/2""",,,16.67,64.59,0.0
180515,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 2""",,,59.52,245.91,0.0
180516,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 2-1/2""",,,17.77,442.26,0.0
180517,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 3/4""",,,9.81,194.02,0.0
180518,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 1""",,,74.71,276.61,0.0
180519,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 1-1/4""",,,21.06,241.26,0.0
180520,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 1-1/2""",,,12.82,215.0,0.0
180521,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 2""",,,23.99,179.73,0.0
180522,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 2-1/2""",,,114.11,470.49,0.0
180523,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 3/4""",,,136.37,97.97,0.0
180524,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 1""",,,522.61,81.75,0.0
180525,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 1-1/4""",,,609.94,8.6,0.0
180526,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 1-1/2""",,,742.35,72.81,0.0
180527,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 2""",,,2243.15,58.43,0.0
180528,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 2-1/2""",,,6039.8,24.72,0.0
180529,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 3/4""",,,61.95,169.17,0.0
180530,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 1""",,,221.78,47.48,0.0
180531,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 1-1/4""",,,204.91,89.18,0.0
180532,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 1-1/2""",,,454.09,8.67,0.0
180533,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 2""",,,126.28,64.74,0.0
180534,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 2-1/2""",,,2582.45,527.03,0.0
180535,materials_hvac,placeholder,"Pipe, steel, black, threaded, 1/2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,32.67,20.92,0.0
180536,materials_hvac,placeholder,"Pipe, steel, black, threaded, 3/4"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,25.3,22.44,0.0
180537,materials_hvac,placeholder,"Pipe, steel, black, threaded, 1"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,26.06,52.15,0.0
180538,materials_hvac,placeholder,"Pipe, steel, black, threaded, 1-1/4"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,10.84,33.26,0.0
180539,materials_hvac,placeholder,"Pipe, steel, black, threaded, 1-1/2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,5.7,30.31,0.0
180540,materials_hvac,placeholder,"Pipe, steel, black, threaded, 2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,116.6,2.49,0.0
180541,materials_hvac,placeholder,"Pipe, steel, black, welded, 2-1/2"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10' OC",,,21.28,113.65,6.47
180542,materials_hvac,placeholder,"Pipe, steel, black, welded, 3"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10' OC",,,29.53,107.64,9.87
180543,materials_hvac,placeholder,"Pipe, steel, black, welded, 4"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10' OC",,,21.25,89.38,8.73
180544,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1/2""",,,12.23,102.26,0.0
180545,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 3/4""",,,13.71,29.47,0.0
180546,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1""",,,11.02,175.39,0.0
180547,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1-1/4""",,,21.14,31.62,0.0
180548,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1-1/2""",,,54.08,54.52,0.0
180549,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 2""",,,75.93,225.25,0.0
180550,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 2-1/2""",,,215.36,44.87,0.0
180551,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 3/4""",,,1.52,97.53,0.0
180552,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1""",,,48.16,179.42,0.0
180553,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1-1/4""",,,43.81,30.5,0.0
180554,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1-1/2""",,,53.57,153.43,0.0
180555,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 2""",,,88.91,198.7,0.0
180556,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 2-1/2""",,,173.45,617.8,0.0
180557,materials_hvac,placeholder,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 3/4""",,,29.16,67.67,0.0
180558,materials_hvac,placeholder,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 1""",,,6.14,355.63,0.0
180559,materials_hvac,placeholder,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 2""",,,113.34,383.6,0.0
180560,materials_hvac,placeholder,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 3/4""",,,12.13,71.63,0.0
180561,materials_hvac,placeholder,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 1-1/4""",,,45.73,92.96,0.0
180562,materials_hvac,placeholder,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 2""",,,3.44,270.69,0.0
180563,materials_hvac,placeholder,"Cap, steel, malleable iron, black, threaded, 150 lb., 3/4""",,,15.19,33.35,0.0
180564,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 3/4""",,,5.46,178.11,0.0
180565,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1""",,,102.67,140.61,0.0
180566,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1-1/4""",,,36.36,203.57,0.0
180567,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1-1/2""",,,158.74,190.71,0.0
180568,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 2""",,,20.44,316.92,0.0
180569,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 2-1/2""",,,466.18,416.23,0.0
180570,materials_hvac,placeholder,"Elbow, 90 Deg., steel, carbon steel, black, long radius, butt weld, standard weight, 2-1/2"" pipe size, includes 1 weld per joint and weld machine",,,7.08,677.54,20.62
180571,materials_hvac,placeholder,"Elbow, 90 Deg., steel, carbon steel, black, long radius, butt weld, standard weight, 4"" pipe size, includes 1 weld per joint and weld machine",,,173.93,1032.26,39.28
180572,materials_hvac,placeholder,"Reducer, steel, carbon steel, black, eccentric, butt weld, standard weight, 2-1/2"" pipe size, includes 1 weld per joint and weld machine",,,169.5,287.94,3.82
180573,materials_hvac,placeholder,"Tee, steel, carbon steel, black, reducing on the outlet, butt weld, standard weight, 2-1/2"" x 2"" pipe size, includes 1 weld per joint and weld machine",,,328.12,184.08,53.91
180574,materials_hvac,placeholder,"Nozzle, steel, T-O-L, weld-on, 1/4"" pipe size, includes 1 weld per joint and weld machine",,,72.85,203.73,8.38
180575,materials_hvac,placeholder,"Nozzle, steel, T-O-L, weld-on, 1/2"" pipe size, includes 1 weld per joint and weld machine",,,25.96,176.55,18.33
180576,materials_hvac,placeholder,"Nozzle, steel, T-O-L, weld-on, 3/4"" pipe size, includes 1 weld per joint and weld machine",,,26.54,18.48,11.47
180577,materials_hvac,placeholder,"Flange, steel, forged steel, weld neck, 150 lb., 2-1/2"" pipe size, includes 1 weld per joint and weld machine",,,107.89,153.7,22.76
180578,materials_hvac,placeholder,"Flange, steel, forged steel, weld neck, 150 lb., 4"" pipe size, includes 1 weld per joint and weld machine",,,186.25,430.35,40.81
180579,materials_hvac,placeholder,"Pressure & temperature safety plug, 3/4"" external thread, 3/8"" diameter element, 7-1/2"" insertion, 316 stainless steel",,,739.6,41.95,0.0
180580,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 3/4"" pipe size",,,212.11,156.48,0.0
180581,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 1"" pipe size",,,544.18,181.55,0.0
180582,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 1-1/4"" pipe size",,,787.2,33.76,0.0
180583,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 1-1/2"" pipe size",,,1715.68,248.6,0.0
180584,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 2"" pipe size",,,1614.8,158.52,0.0
180585,materials_hvac,placeholder,"Strainer, Y type, bronze body, flanged, 150 lb., 2-1/2"" pipe size, flanged",,,2019.6,1174.93,0.0
180586,materials_hvac,placeholder,"Strainer, Y type, bronze body, flanged, 150 lb., 3"" pipe size, flanged",,,7648.42,442.49,0.0
180587,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 3/4"" pipe size",,,185.15,49.84,0.0
180588,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 1"" pipe size",,,530.56,111.0,0.0
180589,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 1-1/4"" pipe size",,,393.71,230.55,0.0
180590,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 1-1/2"" pipe size",,,430.9,250.85,0.0
180591,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 2"" pipe size",,,1251.34,43.23,0.0
180592,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 2-1/2"" pipe size",,,2194.0,178.19,0.0
180593,materials_hvac,placeholder,"Air control, air separator, micro-bubble type for total air removal, closed loop system, water (hot or chilled), or glycol system, threaded, 2-1/2"" diameter, excludes necessary bladder type tank",,,7928.7,116.4,0.0
180594,materials_hvac,placeholder,"Expansion joints, bellows type, neoprene cover, flanged spool, 6"" face to face, 2-1/2"" diameter",,,1393.29,41.92,0.0
180595,materials_hvac,placeholder,"Expansion tanks, steel, liquid expansion, painted, 15 gallon capacity, ASME",,,1689.35,62.38,0.0
180596,materials_hvac,placeholder,"Expansion tanks, steel, liquid expansion, painted, 24 gallon capacity, ASME",,,2627.52,96.3,0.0
180597,materials_hvac,placeholder,"Expansion tanks, steel, liquid expansion, painted, 60 gallon capacity, ASME",,,5353.42,650.45,0.0
180598,materials_hvac,placeholder,"Expansion tanks, steel, liquid expansion, rubber diaphragm, size is acceptable capacity, 61 gallon capacity, ASME",,,17243.05,470.67,0.0
180599,materials_hvac,placeholder,"Balancing, air conditioning equipment, rooftop heating and cooling unit, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
180600,materials_hvac,placeholder,"Balancing, air conditioning equipment, supply, return, exhaust, registers and diffusers, high ceiling, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
180601,materials_hvac,placeholder,"Balancing, air conditioning equipment, supply, return, exhaust, registers and diffusers, variable volume boxes, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
180602,materials_hvac,placeholder,"Balancing, water, cooling tower, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
180603,materials_hvac,placeholder,"Balancing, water, fan coil unit, unit ventilator, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
180604,materials_hvac,placeholder,"Balancing, water, main and duct re-heat coils, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
180605,materials_hvac,placeholder,"Balancing, water, pumps, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
180606,materials_hvac,placeholder,"Balancing, water, unit heater, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
180607,materials_hvac,placeholder,"Control components/DDC system, subcontractor's quote incl.material & labor, analog inputs, sensors (average 50' run in 1/2"" EMT), water flow",,,87.44,534.98,0.0
180608,materials_hvac,placeholder,"Pneumatic control system, heating & ventilating, split system, cooling tower, fan cycle, damper control, control system, including water readout in/out at panel",,,27196.0,1560.2,0.0
180609,materials_hvac,placeholder,"Pneumatic control system, fan coil, heating & cooling valves, 4 pipe control system",,,855.05,2850.9,0.0
180610,materials_hvac,placeholder,"Control component, gauges, pressure or vacuum, 3-1/2"" diameter dial",,,10.47,41.38,0.0
180611,materials_hvac,placeholder,"Control component, thermometers, stem type, 9"" case, 8"" stem, 3/4"" NPT",,,576.38,2.88,0.0
180612,materials_hvac,placeholder,"Control component, thermostats, electric, timed, 1 set back",,,631.27,313.72,0.0
180613,materials_hvac,placeholder,"Control component, valves, motor controlled, electric motor actuated, brass, two way, screwed, 3/4"" pipe size, incl. actuator",,,783.66,119.66,0.0
180614,materials_hvac,placeholder,"Control component, valves, motor controlled, electric motor actuated, brass, two way, screwed, 1"" pipe size",,,102.16,47.61,0.0
180615,materials_hvac,placeholder,"Control component, burner solenoid valve, electric motor actuated, brass two way screwed, 2"" pipe size",,,3166.88,56.12,0.0
180616,materials_hvac,placeholder,"Control component, burner solenoid valve, brass, three way, screwed, 1-1/2"" pipe size",,,1539.13,259.42,0.0
180617,materials_hvac,placeholder,"Control component, burner solenoid valve, iron body, three way, flanged, 2-1/2"" pipe size",,,4512.0,960.11,0.0
180618,materials_hvac,placeholder,"Duct thermal insulation, blanket type, flexible, fire rated for grease ducts, 1-1/2"" thick",,,12.67,17.95,0.0
180619,materials_hvac,placeholder,"Duct thermal insulation, blanket type, fiberglass, flexible, FSK vapor barrier wrap, .75 lb. density, 1-1/2"" thick",,,3.19,5.37,0.0
180620,materials_hvac,placeholder,"Metal ductwork, fabricated rectangular, galvanized steel, under 200 lb., incl fittings, joints, supports & allow for a flexible connections field sketches, excludes as-built drawings and insulation",,,17.5,17.14,0.0
180621,materials_hvac,placeholder,"Metal ductwork, fabricated rectangular, galvanized steel, 200 to 500 lb., incl fittings, joints, supports & allow for a flexible connections field sketches, excludes as-built drawings and insulation",,,1.46,4.13,0.0
180622,materials_hvac,placeholder,"Ductwork, rigid fiberglass reinforced plastic, for acid fume and smoke exhaust systems, nonflammable, straight, 4"" diameter, FM approved",,,61.47,11.29,0.0
180623,materials_hvac,placeholder,"Ductwork, rigid fiberglass reinforced plastic, for acid fume and smoke exhaust systems, nonflammable, straight, 6"" diameter, FM approved",,,28.83,4.08,0.0
180624,materials_hvac,placeholder,"Ductwork, rigid fiberglass reinforced plastic, for acid fume and smoke exhaust systems, nonflammable, straight, 10"" diameter, FM approved",,,12.57,24.68,0.0
180625,materials_hvac,placeholder,"Ductwork, rigid fiberglass reinforced plastic, for acid fume and smoke exhaust systems, nonflammable, straight, 12"" diameter, FM approved",,,123.16,71.27,0.0
180626,materials_hvac,placeholder,"Ductwork, rigid plastic, corrosive fume resistant, flame retardant, polypropylene, straight, 4"" diameter",,,37.3,8.67,0.0
180627,materials_hvac,placeholder,"Ductwork, rigid plastic, corrosive fume resistant, flame retardant, polypropylene, straight, 6"" diameter",,,54.81,5.77,0.0
180628,materials_hvac,placeholder,"Ductwork, rigid plastic, corrosive fume resistant, flame retardant, polypropylene, straight, 10"" diameter",,,54.98,52.4,0.0
180629,materials_hvac,placeholder,"Ductwork, rigid plastic, corrosive fume resistant, flame retardant, polypropylene, straight, 12"" diameter",,,317.44,79.26,0.0
180630,materials_hvac,placeholder,"Ductwork, flexible coated fiberglass fabric on corrosion resistant metal helix, insulated, P.E. jacket, 1"" thick, 4"" diameter, pressure to 12""(WG) UL-181",,,4.8,0.74,0.0
180631,materials_hvac,placeholder,"Ductwork, flexible coated fiberglass fabric on corrosion resistant metal helix, insulated, P.E. jacket, 1"" thick, 6"" diameter, pressure to 12""(WG) UL-181",,,7.48,2.89,0.0
180632,materials_hvac,placeholder,"Ductwork, flexible coated fiberglass fabric on corrosion resistant metal helix, insulated, P.E. jacket, 1"" thick, 10"" diameter, pressure to 12""(WG) UL-181",,,12.65,10.81,0.0
180633,materials_hvac,placeholder,"Ductwork, flexible coated fiberglass fabric on corrosion resistant metal helix, insulated, P.E. jacket, 1"" thick, 12"" diameter, pressure to 12""(WG) UL-181",,,29.42,22.37,0.0
180634,materials_hvac,placeholder,"Ductwork, flexible aluminum, insulated, with, P.E. jacket, 3/4 lb., 1"" thick, 4"" diameter, pressure to 12""(WG) UL-181",,,8.96,11.91,0.0
180635,materials_hvac,placeholder,"Ductwork, flexible aluminum, insulated, with, P.E. jacket, 3/4 lb., 1"" thick, 6"" diameter, pressure to 12""(WG) UL-181",,,3.35,19.39,0.0
180636,materials_hvac,placeholder,"Ductwork, flexible aluminum, insulated, with, P.E. jacket, 3/4 lb., 1"" thick, 10"" diameter, pressure to 12""(WG) UL-181",,,46.04,31.12,0.0
180637,materials_hvac,placeholder,"Ductwork, flexible aluminum, insulated, with, P.E. jacket, 3/4 lb., 1"" thick, 12"" diameter, pressure to 12""(WG) UL-181",,,10.99,39.28,0.0
180638,materials_hvac,placeholder,"Duct accessories, round damper, butterfly, volume control, 6"" diam., includes lever lock regulator",,,280.13,75.72,0.0
180639,materials_hvac,placeholder,"Duct accessories, round damper, butterfly, volume control, 8"" diam., includes lever lock regulator",,,262.23,98.91,0.0
180640,materials_hvac,placeholder,"Ductwork, flexible coated fiberglass fabric on corrosion resistant metal helix, insulated, P.E. jacket, 1"" thick, 8"" diameter, pressure to 12""(WG) UL-181",,,25.15,8.64,0.0
180641,materials_hvac,placeholder,"Insulation, ductwork, board type, fiberglass liner, no finish, 3 lb. density, 2"" thick",,,4.19,6.16,0.0
180642,materials_hvac,placeholder,"Fans, blower, direct drive with motor, complete, 0.5"" S.P., 1,045 CFM, 1/5 H.P.",,,2165.24,269.03,0.0
180643,materials_hvac,placeholder,"Fans, blower, direct drive with motor, complete, 0.5"" S.P., 1,385 CFM, 1/4 H.P.",,,1573.52,90.58,0.0
180644,materials_hvac,placeholder,"Fans, blower, direct drive with motor, complete, 0.5"" S.P., 1,640 CFM, 1/3 H.P.",,,1038.23,98.18,0.0
180645,materials_hvac,placeholder,"Fans, blower, direct drive with motor, complete, 0.5"" S.P., 1,760 CFM, 1/2 H.P.",,,1338.06,65.01,0.0
180646,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, direct drive, 1/4"" S.P., 150 CFM, 1/8 H.P.",,,2103.6,135.02,0.0
180647,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, direct drive, 1/4"" S.P., 485 CFM, 1/6 H.P.",,,1336.35,1236.43,0.0
180648,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, direct drive, 1/4"" S.P., 1,950 CFM, 1/2 H.P.",,,4670.02,288.92,0.0
180649,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, direct drive, 1/4"" S.P., 2,410 CFM, 3/4 H.P.",,,5019.3,1168.92,0.0
180650,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, direct drive, 1/4"" S.P., 3,328 CFM, 1-1/2 H.P.",,,5636.48,1310.26,0.0
180651,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 800 CFM, 1/4 H.P.",,,5215.5,1110.3,0.0
180652,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 1300 CFM, 1/3 H.P.",,,1472.0,1344.58,0.0
180653,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 2000 CFM, 1 H.P.",,,600.0,316.55,0.0
180654,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 2900 CFM, 3/4 H.P.",,,11888.1,987.96,0.0
180655,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 3600 CFM, 3/4 H.P.",,,6115.62,157.62,0.0
180656,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 4800 CFM, 1 H.P.",,,5361.3,1543.6,0.0
180657,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 6700 CFM, 1-1/2 H.P.",,,3116.75,2392.34,0.0
180658,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 7500 CFM, 2 H.P.",,,13813.6,850.85,0.0
180659,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 11,000 CFM, 3 H.P.",,,7232.35,139.32,0.0
180660,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 13,000 CFM, 3 H.P.",,,10483.2,2566.8,0.0
180661,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 15,000 CFM, 5 H.P.",,,22924.5,6906.0,0.0
180662,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 17,000 CFM, 7-1/2 H.P.",,,15103.2,1511.45,0.0
180663,materials_hvac,placeholder,"Fans, utility set, steel construction, pedestal, V-belt drive, drive cover, 1/4"" S.P., three phase, 20,000 CFM, 7-1/2 H.P.",,,39893.4,6406.55,0.0
180664,materials_hvac,placeholder,"Fans, centrifugal, airfoil, motor and drive complete, 1,000CFM, 1/2 H.P.",,,4867.5,2108.08,0.0
180665,materials_hvac,placeholder,"Fans, centrifugal, airfoil, motor and drive complete, 2,000 CFM, 1 H.P.",,,12503.92,3346.54,0.0
180666,materials_hvac,placeholder,"Fans, centrifugal, airfoil, motor and drive complete, 4,000 CFM, 3 H.P.",,,18224.7,2272.88,0.0
180667,materials_hvac,placeholder,"Fans, centrifugal, airfoil, motor and drive complete, 8,000 CFM, 7-1/2 H.P.",,,7790.25,2017.78,0.0
180668,materials_hvac,placeholder,"Fans, centrifugal, airfoil, motor and drive complete, 12,000 CFM, 10 H.P.",,,28000.0,5109.0,0.0
180669,materials_hvac,placeholder,"Fans, corrosive fume resistant, utility set, centrifugal, V belt drive, motor, 1/4"" S.P., 1,200 CFM, 1/4 H.P.",,,2895.0,1163.37,0.0
180670,materials_hvac,placeholder,"Fans, corrosive fume resistant, utility set, centrifugal, V belt drive, motor, 1/4"" S.P., 1,520 CFM, 1/3 H.P.",,,9809.25,120.69,0.0
180671,materials_hvac,placeholder,"Fans, corrosive fume resistant, utility set, centrifugal, V belt drive, motor, 1/4"" S.P., 1,850 CFM, 1/2 H.P.",,,12173.3,1701.63,0.0
180672,materials_hvac,placeholder,"Fans, corrosive fume resistant, utility set, centrifugal, V belt drive, motor, 1/4"" S.P., 2,180 CFM, 3/4 H.P.",,,11781.0,2185.43,0.0
180673,materials_hvac,placeholder,"Fans, corrosive fume resistant, utility set, centrifugal, V belt drive, motor, 1/2"" S.P., 3,600 CFM, 1 H.P.",,,604.8,2142.62,0.0
180674,materials_hvac,placeholder,"Fans, corrosive fume resistant, utility set, centrifugal, V belt drive, motor, 1/2"" S.P., 4,250 CFM, 1-1/2 H.P., includes explosionproof motor",,,1203.95,4581.18,0.0
