province_state,city,division,code_prefix,material,installation,total
QUEBEC,GATINEAU,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,GATINEAU,FINISHES,13,100,100,100
QUEBEC,GATINEAU,COVERS,02,100,100,100
QUEBEC,GATINEAU,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,GATINEAU,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,GATINEAU,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,GRANBY,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,GRANBY,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,GRANBY,Concrete Forming & Accessories,05,100,100,100
QUEBEC,GRANBY,Concrete Reinforcing,06,100,100,100
QUEBEC,GRANBY,Cast-in-Place Concrete,07,100,100,100
QUEBEC,GRANBY,CONCRETE,04,100,100,100
QUEBEC,GRANBY,MASONRY,08,100,100,100
QUEBEC,GRANBY,METALS,09,100,100,100
QUEBEC,GRANBY,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,GRANBY,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,GRANBY,OPENINGS,12,100,100,100
QUEBEC,GRANBY,Plaster & Gypsum Board,14,100,100,100
QUEBEC,GRANBY,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,GRANBY,Flooring,16,100,100,100
QUEBEC,GRANBY,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,GRANBY,FINISHES,13,100,100,100
QUEBEC,GRANBY,COVERS,02,100,100,100
QUEBEC,GRANBY,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,GRANBY,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,GRANBY,WEIGHTED AVERAGE,31,100,100,100
NOVA SCOTIA,HALIFAX,CONTRACTOR EQUIPMENT,01,100,100,100
NOVA SCOTIA,HALIFAX,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
NOVA SCOTIA,HALIFAX,Concrete Forming & Accessories,05,100,100,100
NOVA SCOTIA,HALIFAX,Concrete Reinforcing,06,100,100,100
NOVA SCOTIA,HALIFAX,Cast-in-Place Concrete,07,100,100,100
NOVA SCOTIA,HALIFAX,CONCRETE,04,100,100,100
NOVA SCOTIA,HALIFAX,MASONRY,08,100,100,100
NOVA SCOTIA,HALIFAX,METALS,09,100,100,100
NOVA SCOTIA,HALIFAX,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
NOVA SCOTIA,HALIFAX,THERMAL & MOISTURE PROTECTION,11,100,100,100
NOVA SCOTIA,HALIFAX,OPENINGS,12,100,100,100
NOVA SCOTIA,HALIFAX,Plaster & Gypsum Board,14,100,100,100
NOVA SCOTIA,HALIFAX,Ceilings & Acoustic Treatment,15,100,100,100
NOVA SCOTIA,HALIFAX,Flooring,16,100,100,100
NOVA SCOTIA,HALIFAX,Wall Finishes & Painting/Coating,17,100,100,100
NOVA SCOTIA,HALIFAX,FINISHES,13,100,100,100
NOVA SCOTIA,HALIFAX,COVERS,02,100,100,100
NOVA SCOTIA,HALIFAX,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
NOVA SCOTIA,HALIFAX,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
NOVA SCOTIA,HALIFAX,WEIGHTED AVERAGE,31,100,100,100
ONTARIO,HAMILTON,CONTRACTOR EQUIPMENT,01,100,100,100
ONTARIO,HAMILTON,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ONTARIO,HAMILTON,Concrete Forming & Accessories,05,100,100,100
ONTARIO,HAMILTON,Concrete Reinforcing,06,100,100,100
ONTARIO,HAMILTON,Cast-in-Place Concrete,07,100,100,100
ONTARIO,HAMILTON,CONCRETE,04,100,100,100
ONTARIO,HAMILTON,MASONRY,08,100,100,100
ONTARIO,HAMILTON,METALS,09,100,100,100
ONTARIO,HAMILTON,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ONTARIO,HAMILTON,THERMAL & MOISTURE PROTECTION,11,100,100,100
ONTARIO,HAMILTON,OPENINGS,12,100,100,100
ONTARIO,HAMILTON,Plaster & Gypsum Board,14,100,100,100
ONTARIO,HAMILTON,Ceilings & Acoustic Treatment,15,100,100,100
ONTARIO,HAMILTON,Flooring,16,100,100,100
ONTARIO,HAMILTON,Wall Finishes & Painting/Coating,17,100,100,100
ONTARIO,HAMILTON,FINISHES,13,100,100,100
ONTARIO,HAMILTON,COVERS,02,100,100,100
ONTARIO,HAMILTON,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ONTARIO,HAMILTON,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ONTARIO,HAMILTON,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,HULL,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,HULL,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,HULL,Concrete Forming & Accessories,05,100,100,100
QUEBEC,HULL,Concrete Reinforcing,06,100,100,100
QUEBEC,HULL,Cast-in-Place Concrete,07,100,100,100
QUEBEC,HULL,CONCRETE,04,100,100,100
QUEBEC,HULL,MASONRY,08,100,100,100
QUEBEC,HULL,METALS,09,100,100,100
QUEBEC,HULL,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,HULL,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,HULL,OPENINGS,12,100,100,100
QUEBEC,HULL,Plaster & Gypsum Board,14,100,100,100
QUEBEC,HULL,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,HULL,Flooring,16,100,100,100
QUEBEC,HULL,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,HULL,FINISHES,13,100,100,100
QUEBEC,HULL,COVERS,02,100,100,100
QUEBEC,HULL,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,HULL,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,HULL,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,JOLIETTE,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,JOLIETTE,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,JOLIETTE,Concrete Forming & Accessories,05,100,100,100
QUEBEC,JOLIETTE,Concrete Reinforcing,06,100,100,100
QUEBEC,JOLIETTE,Cast-in-Place Concrete,07,100,100,100
QUEBEC,JOLIETTE,CONCRETE,04,100,100,100
QUEBEC,JOLIETTE,MASONRY,08,100,100,100
QUEBEC,JOLIETTE,METALS,09,100,100,100
QUEBEC,JOLIETTE,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,JOLIETTE,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,JOLIETTE,OPENINGS,12,100,100,100
QUEBEC,JOLIETTE,Plaster & Gypsum Board,14,100,100,100
QUEBEC,JOLIETTE,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,JOLIETTE,Flooring,16,100,100,100
QUEBEC,JOLIETTE,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,JOLIETTE,FINISHES,13,100,100,100
QUEBEC,JOLIETTE,COVERS,02,100,100,100
QUEBEC,JOLIETTE,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,JOLIETTE,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,JOLIETTE,WEIGHTED AVERAGE,31,100,100,100
BRITISH COLUMBIA,KAMLOOPS,CONTRACTOR EQUIPMENT,01,100,100,100
BRITISH COLUMBIA,KAMLOOPS,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
BRITISH COLUMBIA,KAMLOOPS,Concrete Forming & Accessories,05,100,100,100
BRITISH COLUMBIA,KAMLOOPS,Concrete Reinforcing,06,100,100,100
BRITISH COLUMBIA,KAMLOOPS,Cast-in-Place Concrete,07,100,100,100
BRITISH COLUMBIA,KAMLOOPS,CONCRETE,04,100,100,100
BRITISH COLUMBIA,KAMLOOPS,MASONRY,08,100,100,100
BRITISH COLUMBIA,KAMLOOPS,METALS,09,100,100,100
BRITISH COLUMBIA,KAMLOOPS,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
BRITISH COLUMBIA,KAMLOOPS,THERMAL & MOISTURE PROTECTION,11,100,100,100
BRITISH COLUMBIA,KAMLOOPS,OPENINGS,12,100,100,100
BRITISH COLUMBIA,KAMLOOPS,Plaster & Gypsum Board,14,100,100,100
BRITISH COLUMBIA,KAMLOOPS,Ceilings & Acoustic Treatment,15,100,100,100
BRITISH COLUMBIA,KAMLOOPS,Flooring,16,100,100,100
BRITISH COLUMBIA,KAMLOOPS,Wall Finishes & Painting/Coating,17,100,100,100
BRITISH COLUMBIA,KAMLOOPS,FINISHES,13,100,100,100
BRITISH COLUMBIA,KAMLOOPS,COVERS,02,100,100,100
BRITISH COLUMBIA,KAMLOOPS,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
BRITISH COLUMBIA,KAMLOOPS,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
BRITISH COLUMBIA,KAMLOOPS,WEIGHTED AVERAGE,31,100,100,100
ONTARIO,KINGSTON,CONTRACTOR EQUIPMENT,01,100,100,100
ONTARIO,KINGSTON,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ONTARIO,KINGSTON,Concrete Forming & Accessories,05,100,100,100
ONTARIO,KINGSTON,Concrete Reinforcing,06,100,100,100
ONTARIO,KINGSTON,Cast-in-Place Concrete,07,100,100,100
ONTARIO,KINGSTON,CONCRETE,04,100,100,100
ONTARIO,KINGSTON,MASONRY,08,100,100,100
ONTARIO,KINGSTON,METALS,09,100,100,100
ONTARIO,KINGSTON,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ONTARIO,KINGSTON,THERMAL & MOISTURE PROTECTION,11,100,100,100
ONTARIO,KINGSTON,OPENINGS,12,100,100,100
ONTARIO,KINGSTON,Plaster & Gypsum Board,14,100,100,100
ONTARIO,KINGSTON,Ceilings & Acoustic Treatment,15,100,100,100
ONTARIO,KINGSTON,Flooring,16,100,100,100
ONTARIO,KINGSTON,Wall Finishes & Painting/Coating,17,100,100,100
ONTARIO,KINGSTON,FINISHES,13,100,100,100
ONTARIO,KINGSTON,COVERS,02,100,100,100
ONTARIO,KINGSTON,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ONTARIO,KINGSTON,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ONTARIO,KINGSTON,WEIGHTED AVERAGE,31,100,100,100
ONTARIO,KITCHENER,CONTRACTOR EQUIPMENT,01,100,100,100
ONTARIO,KITCHENER,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ONTARIO,KITCHENER,Concrete Forming & Accessories,05,100,100,100
ONTARIO,KITCHENER,Concrete Reinforcing,06,100,100,100
ONTARIO,KITCHENER,Cast-in-Place Concrete,07,100,100,100
ONTARIO,KITCHENER,CONCRETE,04,100,100,100
ONTARIO,KITCHENER,MASONRY,08,100,100,100
ONTARIO,KITCHENER,METALS,09,100,100,100
ONTARIO,KITCHENER,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ONTARIO,KITCHENER,THERMAL & MOISTURE PROTECTION,11,100,100,100
ONTARIO,KITCHENER,OPENINGS,12,100,100,100
ONTARIO,KITCHENER,Plaster & Gypsum Board,14,100,100,100
ONTARIO,KITCHENER,Ceilings & Acoustic Treatment,15,100,100,100
ONTARIO,KITCHENER,Flooring,16,100,100,100
ONTARIO,KITCHENER,Wall Finishes & Painting/Coating,17,100,100,100
ONTARIO,KITCHENER,FINISHES,13,100,100,100
ONTARIO,KITCHENER,COVERS,02,100,100,100
ONTARIO,KITCHENER,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ONTARIO,KITCHENER,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ONTARIO,KITCHENER,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,LAVAL,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,LAVAL,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,LAVAL,Concrete Forming & Accessories,05,100,100,100
QUEBEC,LAVAL,Concrete Reinforcing,06,100,100,100
QUEBEC,LAVAL,Cast-in-Place Concrete,07,100,100,100
QUEBEC,LAVAL,CONCRETE,04,100,100,100
QUEBEC,LAVAL,MASONRY,08,100,100,100
QUEBEC,LAVAL,METALS,09,100,100,100
QUEBEC,LAVAL,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,LAVAL,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,LAVAL,OPENINGS,12,100,100,100
QUEBEC,LAVAL,Plaster & Gypsum Board,14,100,100,100
QUEBEC,LAVAL,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,LAVAL,Flooring,16,100,100,100
QUEBEC,LAVAL,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,LAVAL,FINISHES,13,100,100,100
QUEBEC,LAVAL,COVERS,02,100,100,100
QUEBEC,LAVAL,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,LAVAL,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,LAVAL,WEIGHTED AVERAGE,31,100,100,100
ALBERTA,LETHBRIDGE,CONTRACTOR EQUIPMENT,01,100,100,100
ALBERTA,LETHBRIDGE,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ALBERTA,LETHBRIDGE,Concrete Forming & Accessories,05,100,100,100
ALBERTA,LETHBRIDGE,Concrete Reinforcing,06,100,100,100
ALBERTA,LETHBRIDGE,Cast-in-Place Concrete,07,100,100,100
ALBERTA,LETHBRIDGE,CONCRETE,04,100,100,100
ALBERTA,LETHBRIDGE,MASONRY,08,100,100,100
ALBERTA,LETHBRIDGE,METALS,09,100,100,100
ALBERTA,LETHBRIDGE,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ALBERTA,LETHBRIDGE,THERMAL & MOISTURE PROTECTION,11,100,100,100
ALBERTA,LETHBRIDGE,OPENINGS,12,100,100,100
ALBERTA,LETHBRIDGE,Plaster & Gypsum Board,14,100,100,100
ALBERTA,LETHBRIDGE,Ceilings & Acoustic Treatment,15,100,100,100
ALBERTA,LETHBRIDGE,Flooring,16,100,100,100
ALBERTA,LETHBRIDGE,Wall Finishes & Painting/Coating,17,100,100,100
ALBERTA,LETHBRIDGE,FINISHES,13,100,100,100
ALBERTA,LETHBRIDGE,COVERS,02,100,100,100
ALBERTA,LETHBRIDGE,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ALBERTA,LETHBRIDGE,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ALBERTA,LETHBRIDGE,WEIGHTED AVERAGE,31,100,100,100
ALBERTA,LLOYDMINSTER,CONTRACTOR EQUIPMENT,01,100,100,100
ALBERTA,LLOYDMINSTER,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ALBERTA,LLOYDMINSTER,Concrete Forming & Accessories,05,100,100,100
ALBERTA,LLOYDMINSTER,Concrete Reinforcing,06,100,100,100
ALBERTA,LLOYDMINSTER,Cast-in-Place Concrete,07,100,100,100
ALBERTA,LLOYDMINSTER,CONCRETE,04,100,100,100
ALBERTA,LLOYDMINSTER,MASONRY,08,100,100,100
ALBERTA,LLOYDMINSTER,METALS,09,100,100,100
ALBERTA,LLOYDMINSTER,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ALBERTA,LLOYDMINSTER,THERMAL & MOISTURE PROTECTION,11,100,100,100
ALBERTA,LLOYDMINSTER,OPENINGS,12,100,100,100
ALBERTA,LLOYDMINSTER,Plaster & Gypsum Board,14,100,100,100
ALBERTA,LLOYDMINSTER,Ceilings & Acoustic Treatment,15,100,100,100
ALBERTA,LLOYDMINSTER,Flooring,16,100,100,100
ALBERTA,LLOYDMINSTER,Wall Finishes & Painting/Coating,17,100,100,100
ALBERTA,LLOYDMINSTER,FINISHES,13,100,100,100
ALBERTA,LLOYDMINSTER,COVERS,02,100,100,100
ALBERTA,LLOYDMINSTER,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ALBERTA,LLOYDMINSTER,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ALBERTA,LLOYDMINSTER,WEIGHTED AVERAGE,31,100,100,100
ONTARIO,LONDON,CONTRACTOR EQUIPMENT,01,100,100,100
ONTARIO,LONDON,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ONTARIO,LONDON,Concrete Forming & Accessories,05,100,100,100
ONTARIO,LONDON,Concrete Reinforcing,06,100,100,100
ONTARIO,LONDON,Cast-in-Place Concrete,07,100,100,100
ONTARIO,LONDON,CONCRETE,04,100,100,100
ONTARIO,LONDON,MASONRY,08,100,100,100
ONTARIO,LONDON,METALS,09,100,100,100
ONTARIO,LONDON,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ONTARIO,LONDON,THERMAL & MOISTURE PROTECTION,11,100,100,100
ONTARIO,LONDON,OPENINGS,12,100,100,100
ONTARIO,LONDON,Plaster & Gypsum Board,14,100,100,100
ONTARIO,LONDON,Ceilings & Acoustic Treatment,15,100,100,100
ONTARIO,LONDON,Flooring,16,100,100,100
ONTARIO,LONDON,Wall Finishes & Painting/Coating,17,100,100,100
ONTARIO,LONDON,FINISHES,13,100,100,100
ONTARIO,LONDON,COVERS,02,100,100,100
ONTARIO,LONDON,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ONTARIO,LONDON,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ONTARIO,LONDON,WEIGHTED AVERAGE,31,100,100,100
ALBERTA,MEDICINE HAT,CONTRACTOR EQUIPMENT,01,100,100,100
ALBERTA,MEDICINE HAT,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ALBERTA,MEDICINE HAT,Concrete Forming & Accessories,05,100,100,100
ALBERTA,MEDICINE HAT,Concrete Reinforcing,06,100,100,100
ALBERTA,MEDICINE HAT,Cast-in-Place Concrete,07,100,100,100
ALBERTA,MEDICINE HAT,CONCRETE,04,100,100,100
ALBERTA,MEDICINE HAT,MASONRY,08,100,100,100
ALBERTA,MEDICINE HAT,METALS,09,100,100,100
ALBERTA,MEDICINE HAT,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ALBERTA,MEDICINE HAT,THERMAL & MOISTURE PROTECTION,11,100,100,100
ALBERTA,MEDICINE HAT,OPENINGS,12,100,100,100
ALBERTA,MEDICINE HAT,Plaster & Gypsum Board,14,100,100,100
ALBERTA,MEDICINE HAT,Ceilings & Acoustic Treatment,15,100,100,100
ALBERTA,MEDICINE HAT,Flooring,16,100,100,100
ALBERTA,MEDICINE HAT,Wall Finishes & Painting/Coating,17,100,100,100
ALBERTA,MEDICINE HAT,FINISHES,13,100,100,100
ALBERTA,MEDICINE HAT,COVERS,02,100,100,100
ALBERTA,MEDICINE HAT,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ALBERTA,MEDICINE HAT,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ALBERTA,MEDICINE HAT,WEIGHTED AVERAGE,31,100,100,100
NEW BRUNSWICK,MONCTON,CONTRACTOR EQUIPMENT,01,100,100,100
NEW BRUNSWICK,MONCTON,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
NEW BRUNSWICK,MONCTON,Concrete Forming & Accessories,05,100,100,100
NEW BRUNSWICK,MONCTON,Concrete Reinforcing,06,100,100,100
NEW BRUNSWICK,MONCTON,Cast-in-Place Concrete,07,100,100,100
NEW BRUNSWICK,MONCTON,CONCRETE,04,100,100,100
NEW BRUNSWICK,MONCTON,MASONRY,08,100,100,100
NEW BRUNSWICK,MONCTON,METALS,09,100,100,100
NEW BRUNSWICK,MONCTON,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
NEW BRUNSWICK,MONCTON,THERMAL & MOISTURE PROTECTION,11,100,100,100
NEW BRUNSWICK,MONCTON,OPENINGS,12,100,100,100
NEW BRUNSWICK,MONCTON,Plaster & Gypsum Board,14,100,100,100
NEW BRUNSWICK,MONCTON,Ceilings & Acoustic Treatment,15,100,100,100
NEW BRUNSWICK,MONCTON,Flooring,16,100,100,100
NEW BRUNSWICK,MONCTON,Wall Finishes & Painting/Coating,17,100,100,100
NEW BRUNSWICK,MONCTON,FINISHES,13,100,100,100
NEW BRUNSWICK,MONCTON,COVERS,02,100,100,100
NEW BRUNSWICK,MONCTON,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
NEW BRUNSWICK,MONCTON,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
NEW BRUNSWICK,MONCTON,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,MONTREAL,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,MONTREAL,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,MONTREAL,Concrete Forming & Accessories,05,100,100,100
QUEBEC,MONTREAL,Concrete Reinforcing,06,100,100,100
QUEBEC,MONTREAL,Cast-in-Place Concrete,07,100,100,100
QUEBEC,MONTREAL,CONCRETE,04,100,100,100
QUEBEC,MONTREAL,MASONRY,08,100,100,100
QUEBEC,MONTREAL,METALS,09,100,100,100
QUEBEC,MONTREAL,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,MONTREAL,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,MONTREAL,OPENINGS,12,100,100,100
QUEBEC,MONTREAL,Plaster & Gypsum Board,14,100,100,100
QUEBEC,MONTREAL,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,MONTREAL,Flooring,16,100,100,100
QUEBEC,MONTREAL,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,MONTREAL,FINISHES,13,100,100,100
QUEBEC,MONTREAL,COVERS,02,100,100,100
QUEBEC,MONTREAL,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,MONTREAL,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,MONTREAL,WEIGHTED AVERAGE,31,100,100,100
SASKATCHEWAN,MOOSE JAW,CONTRACTOR EQUIPMENT,01,100,100,100
SASKATCHEWAN,MOOSE JAW,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
SASKATCHEWAN,MOOSE JAW,Concrete Forming & Accessories,05,100,100,100
SASKATCHEWAN,MOOSE JAW,Concrete Reinforcing,06,100,100,100
SASKATCHEWAN,MOOSE JAW,Cast-in-Place Concrete,07,100,100,100
SASKATCHEWAN,MOOSE JAW,CONCRETE,04,100,100,100
SASKATCHEWAN,MOOSE JAW,MASONRY,08,100,100,100
SASKATCHEWAN,MOOSE JAW,METALS,09,100,100,100
SASKATCHEWAN,MOOSE JAW,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
SASKATCHEWAN,MOOSE JAW,THERMAL & MOISTURE PROTECTION,11,100,100,100
SASKATCHEWAN,MOOSE JAW,OPENINGS,12,100,100,100
SASKATCHEWAN,MOOSE JAW,Plaster & Gypsum Board,14,100,100,100
SASKATCHEWAN,MOOSE JAW,Ceilings & Acoustic Treatment,15,100,100,100
SASKATCHEWAN,MOOSE JAW,Flooring,16,100,100,100
SASKATCHEWAN,MOOSE JAW,Wall Finishes & Painting/Coating,17,100,100,100
SASKATCHEWAN,MOOSE JAW,FINISHES,13,100,100,100
SASKATCHEWAN,MOOSE JAW,COVERS,02,100,100,100
SASKATCHEWAN,MOOSE JAW,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
SASKATCHEWAN,MOOSE JAW,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
SASKATCHEWAN,MOOSE JAW,WEIGHTED AVERAGE,31,100,100,100
NOVA SCOTIA,NEW GLASGOW,CONTRACTOR EQUIPMENT,01,100,100,100
NOVA SCOTIA,NEW GLASGOW,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
NOVA SCOTIA,NEW GLASGOW,Concrete Forming & Accessories,05,100,100,100
NOVA SCOTIA,NEW GLASGOW,Concrete Reinforcing,06,100,100,100
NOVA SCOTIA,NEW GLASGOW,Cast-in-Place Concrete,07,100,100,100
NOVA SCOTIA,NEW GLASGOW,CONCRETE,04,100,100,100
NOVA SCOTIA,NEW GLASGOW,MASONRY,08,100,100,100
NOVA SCOTIA,NEW GLASGOW,METALS,09,100,100,100
NOVA SCOTIA,NEW GLASGOW,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
NOVA SCOTIA,NEW GLASGOW,THERMAL & MOISTURE PROTECTION,11,100,100,100
NOVA SCOTIA,NEW GLASGOW,OPENINGS,12,100,100,100
NOVA SCOTIA,NEW GLASGOW,Plaster & Gypsum Board,14,100,100,100
NOVA SCOTIA,NEW GLASGOW,Ceilings & Acoustic Treatment,15,100,100,100
NOVA SCOTIA,NEW GLASGOW,Flooring,16,100,100,100
NOVA SCOTIA,NEW GLASGOW,Wall Finishes & Painting/Coating,17,100,100,100
NOVA SCOTIA,NEW GLASGOW,FINISHES,13,100,100,100
NOVA SCOTIA,NEW GLASGOW,COVERS,02,100,100,100
NOVA SCOTIA,NEW GLASGOW,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
NOVA SCOTIA,NEW GLASGOW,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
NOVA SCOTIA,NEW GLASGOW,WEIGHTED AVERAGE,31,100,100,100
NEW BRUNSWICK,NEWCASTLE,CONTRACTOR EQUIPMENT,01,100,100,100
NEW BRUNSWICK,NEWCASTLE,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
NEW BRUNSWICK,NEWCASTLE,Concrete Forming & Accessories,05,100,100,100
NEW BRUNSWICK,NEWCASTLE,Concrete Reinforcing,06,100,100,100
NEW BRUNSWICK,NEWCASTLE,Cast-in-Place Concrete,07,100,100,100
NEW BRUNSWICK,NEWCASTLE,CONCRETE,04,100,100,100
NEW BRUNSWICK,NEWCASTLE,MASONRY,08,100,100,100
NEW BRUNSWICK,NEWCASTLE,METALS,09,100,100,100
NEW BRUNSWICK,NEWCASTLE,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
NEW BRUNSWICK,NEWCASTLE,THERMAL & MOISTURE PROTECTION,11,100,100,100
NEW BRUNSWICK,NEWCASTLE,OPENINGS,12,100,100,100
NEW BRUNSWICK,NEWCASTLE,Plaster & Gypsum Board,14,100,100,100
NEW BRUNSWICK,NEWCASTLE,Ceilings & Acoustic Treatment,15,100,100,100
NEW BRUNSWICK,NEWCASTLE,Flooring,16,100,100,100
NEW BRUNSWICK,NEWCASTLE,Wall Finishes & Painting/Coating,17,100,100,100
NEW BRUNSWICK,NEWCASTLE,FINISHES,13,100,100,100
NEW BRUNSWICK,NEWCASTLE,COVERS,02,100,100,100
NEW BRUNSWICK,NEWCASTLE,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
NEW BRUNSWICK,NEWCASTLE,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
NEW BRUNSWICK,NEWCASTLE,WEIGHTED AVERAGE,31,100,100,100
ONTARIO,NORTH BAY,CONTRACTOR EQUIPMENT,01,100,100,100
ONTARIO,NORTH BAY,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ONTARIO,NORTH BAY,Concrete Forming & Accessories,05,100,100,100
